mapped_name,id,oscn_id,full_name,name
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,433080,16925397,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,282742,16772098,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,308034,16436016,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,269584,16831941,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,370620,16435933,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,378921,16926549,OKLAHOMA UNIVERSITY HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,324611,16060646,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,231675,16438944,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,429728,16429419,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,271575,16893849,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,321201,16168428,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,249545,16438926,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,230370,15884702,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,373699,16478415,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,409453,16397327,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,265586,16423733,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,235232,16881334,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,391629,17054368,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,369907,16410230,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,250190,16524107,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,373584,16478368,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,252041,16716983,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,242630,17011783,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,235246,16881384,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,293236,16916566,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,392358,17062138,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,250452,17005653,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,242633,17011811,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,287964,16789326,OKLAHOMA UNIVERSITY HEALTH AND SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,228652,7370111,OKLAHOMA UNIVERSITY HEALTH SCIENCES CENTER,arresting agency
UNIVERSITY OF OKLAHOMA POLICE DEPARTMENT,281202,15961224,OKLAHOMA UNIVERSITY PD,arresting agency
OKLAHOMA COUNTY SHERIFF,408902,1229418,"OKLAHOMA,  COUNTY  SHERIFF OFFICE",arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,244328,16472766,OPCD,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,232036,17494498,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,310180,17592818,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,284013,17520436,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,310141,17687758,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,342739,14548366,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,310278,17593165,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,236084,16436213,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,322864,17739500,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,395885,16692388,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,331264,17192434,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,306692,17685585,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,319939,17727936,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,329502,18156895,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,357530,16468008,OSBI,arresting agency
OKLAHOMA STATE BUREAU OF INVESTIGATION,328900,17767153,OSBI,arresting agency
OKLAHOMA COUNTY SHERIFF,337138,17563917,OSCO,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,281406,17643004,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,388496,17465738,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,260596,17594318,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,314752,17543131,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,252021,17583205,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,232742,16446684,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,292616,17403017,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,341690,17609307,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,245927,17469318,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,412269,17755599,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,401975,17629155,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,340116,17577046,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,407671,17683567,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,443520,16949636,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,339371,17571777,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,240008,16601263,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,339361,17571594,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,284656,17651697,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,325769,17754461,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,397499,17563352,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,407598,17681493,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,455054,15978805,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,253645,17226343,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,264842,16739978,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,452719,17632074,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,249771,17690801,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,319533,17726617,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,448998,17573063,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,294087,16927647,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,385771,16597551,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,277666,17632353,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,398388,17577578,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,249935,16490377,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,305761,17680224,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,286161,17659260,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,377542,15931884,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,323474,17743446,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,305737,17539606,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,280213,17639106,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,258784,17585970,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,411224,17737360,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,322140,17736901,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,408883,17701820,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,287142,17524981,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,252832,17632276,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,244938,16894038,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,433711,17554768,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,273267,15909907,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,304970,17672848,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,252834,17632284,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,433887,17253472,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,381314,16949034,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,274523,16743899,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,322154,17737114,OU HEALTH & SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,258754,17585843,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,454867,17395167,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,330761,17772772,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,317917,17546039,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,277233,17629231,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,408309,17693810,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,388376,17464041,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,439495,16801429,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,372443,16463418,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,329618,17769259,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,297984,17533391,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,258762,17586276,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,294431,16801219,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,330948,16463691,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,409913,17716327,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,393551,17520503,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,256939,17579541,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,305671,17679504,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,301686,17536113,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,399983,17601175,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,431408,16801460,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,381986,16954718,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,256966,17579583,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,404652,16790166,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,291488,17528437,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,404656,16789753,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,401569,17623509,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,291050,16967475,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,244403,17464054,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,312875,17699583,OU HEALTH & SCIENCE PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,232040,16269697,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,384688,16278177,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,447997,16275126,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,235260,16449566,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,381463,16273746,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,241749,17665088,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,435070,16599327,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,394474,16253144,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,229972,16247599,OU HEALTH AND SCIENCE,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,350893,8901662,OU MEDICAL CENTER,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,458212,16043387,OU MEDICAL CENTER PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,366655,9456535,OU Medical Center,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,432870,4236920,"OU,  HEALTH  SCIENCES CENTER",arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,355136,16318870,OUHS,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,247301,16557482,OUHS,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,349373,16313720,OUHS,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,345758,16329513,OUHS,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,268242,8961595,OUHSC,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,309981,15988104,OUHSC PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,373273,16477477,OUHSC PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,358708,16870407,OUHSC PD,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,235349,15248008,OUHSC Police Department,arresting agency
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER POLICE DEPARTMENT,268329,16580667,OUHSPD,arresting agency
UNIVERSITY OF OKLAHOMA POLICE DEPARTMENT,374773,17317389,OUPD,arresting agency
UNIVERSITY OF OKLAHOMA POLICE DEPARTMENT,380427,17317550,OUPD,arresting agency
UNIVERSITY OF OKLAHOMA POLICE DEPARTMENT,450267,16487003,OUPD,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,247603,17395149,Ocpd,arresting agency
"OKLAHOMA DEPARTMENT OF AGRICULTURE, FOOD AND FORESTRY",246700,16947475,Odaff,arresting agency
OKLAHOMA HIGHWAY PATROL - TROOP A,228806,10341924,Ohp Troop A,arresting agency
OKLAHOMA HIGHWAY PATROL - TROOP A,414682,18173222,Ohp Troop A,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,266601,10228079,Ok Bureau Of Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,252468,14117230,Ok Bureau Of Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,277538,15316164,Ok State Bureau Of Investigation,arresting agency
OKLAHOMA CITY FIRE DEPARTMENT,452488,16504235,Okc Fire Dept.,arresting agency
OKFUSKEE COUNTY SHERIFF,240450,296374,Okfuskee County Sheriff's Department,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,247048,16552489,Okla Bureau Narcotics,arresting agency
OKLAHOMA COUNTY SHERIFF,244169,8862510,Okla County Sheriff,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,246344,16943473,Okla State Bureau Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,297724,16568604,Okla. Bureau Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,244079,14129442,Oklahoma Bureau Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,454528,13713615,Oklahoma Bureau Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,235660,8637734,Oklahoma Bureau Of Narcotics,arresting agency
OKLAHOMA BUREAU OF NARCOTICS,284272,8812523,Oklahoma Bureau Of Narcotics & Dangerous Drug Control,arresting agency
OKLAHOMA COUNTY SHERIFF,244832,5433382,Oklahoma COUNTY SHERIFF,arresting agency
OKLAHOMA CITY COMMUNITY COLLEGE POLICE DEPARTMENT,448914,13306823,Oklahoma City Community College,arresting agency
OKLAHOMA CITY COMMUNITY COLLEGE POLICE DEPARTMENT,352645,9322448,Oklahoma City Community College,arresting agency
OKLAHOMA CITY COMMUNITY COLLEGE POLICE DEPARTMENT,451700,18200741,Oklahoma City Community College Pd,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,323310,9596816,Oklahoma City Police,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,232996,8833895,Oklahoma City Police Department,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,320448,8867802,Oklahoma City Police Department,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,327269,296196,Oklahoma City Police Department,arresting agency
OKLAHOMA CITY POLICE DEPARTMENT,457426,6913576,Oklahoma City Police Department,arresting agency
OKLAHOMA CITY UNIVERSITY POLICE DEPARTMENT,373796,13297743,Oklahoma City University Police,arresting agency
OKLAHOMA CITY UNIVERSITY POLICE DEPARTMENT,235526,14604979,Oklahoma City University Police Department,arresting agency
OKLAHOMA CITY UNIVERSITY POLICE DEPARTMENT,414659,13641148,Oklahoma City University Police Dept,arresting agency
OKLAHOMA COUNTY SHERIFF,408904,13502135,Oklahoma County,arresting agency
OKLAHOMA COUNTY SHERIFF,363597,77934,Oklahoma County,arresting agency
OKLAHOMA COUNTY CRIMINAL JUSTICE AUTHORITY,318527,18389962,Oklahoma County Criminal Justice Authority,arresting agency
OKLAHOMA COUNTY DETENTION CENTER,413910,13157327,Oklahoma County Detention Center,arresting agency
OKLAHOMA COUNTY DETENTION CENTER,412051,79128,Oklahoma County Detention Center,arresting agency
OKLAHOMA COUNTY DISTRICT ATTORNEY,345780,46957,Oklahoma County District Attorney,arresting agency
OKLAHOMA COUNTY DETENTION CENTER,312965,18131916,Oklahoma County Jail,arresting agency
OKLAHOMA COUNTY SHERIFF,444082,8460806,Oklahoma County Sheriff,arresting agency
OKLAHOMA COUNTY SHERIFF,425768,8468248,Oklahoma County Sheriff,arresting agency
OKLAHOMA COUNTY SHERIFF,436356,8460834,Oklahoma County Sheriff,arresting agency
OKLAHOMA COUNTY SHERIFF,228634,296375,Oklahoma County Sheriff's Department,arresting agency
OKLAHOMA COUNTY SHERIFF,238402,9646698,Oklahoma County Sheriff's Office,arresting agency
OKLAHOMA COUNTY SHERIFF,344218,8572608,Oklahoma County Sherriff,arresting agency
OKLAHOMA COUNTY SHERIFF,336633,10478983,Oklahoma County Sherriff,arresting agency
OKLAHOMA COUNTY SHERIFF,380055,8800805,Oklahoma County Shieriff,arresting agency
OKLAHOMA COUNTY SHERIFF,236568,8973756,Oklahoma Coutny Sheriff,arresting agency
OKLAHOMA DEPARTMENT OF CORRECTIONS,454653,9387103,Oklahoma Department of Corrections,arresting agency
